,id,created_at,date,user_name,screen_name,Sentimen_Title,text,retweets,replies,likes,quotes
977,1974021409317007735,2025-10-03 7:59:14,2025-10-03,hapi bukan sapi,crazyoverhc,negatif,"@epilaug sebenernya jg gara2 alam udh rusak makannya byk heavy metal bahaya, ya sebabnya byk tambang indo yg limbahnya ga diolah, bahkan sampe bocor ky kasus ini, dan ini nuklir hiks😭 trus pemerintah kita ga aware sama hal ginian pdhl bahaya banget… jgnkan makan sehat, mbg aja begitu🥲",0,1,0,0
978,1974021509581869316,2025-10-03 7:59:38,2025-10-03,최주해,stuzfs,netral,@salam4jari Polri punya kapasitas logistik besar wajar jika dilibatkan untuk memperkuat sistem MBG #LanjutkanMBG,0,0,0,0
979,1974021517983035494,2025-10-03 7:59:40,2025-10-03,Kucing gering,Kucinggering19,negatif,@DS_yantie Masalah MBG ini akan berhenti jika org tua m3mbejali anak dri rumah masakan sendiri dan tolak makanan dri MBG,0,0,0,0
980,1974021578359972192,2025-10-03 7:59:54,2025-10-03,cumik,cumikdotcom,positif,"jiangkrik, aku tiap awan dirangsum mbg terus ro mbak anggi, wis ra bergizi, raenak meneh 😭😭😭",0,0,0,0
981,1974021597343461768,2025-10-03 7:59:59,2025-10-03,Raksasa Gems💎,RaksasaGems,positif,"✨Big update in real-world assets.  
Multibank MAG are partnering on a $3B tokenization deal - bringing Ritz-Carlton luxury real estate on-chain.🚀

🏠 Luxury real estate on-chain
💵 From $50 | 📈 8% APY
⚡ Powered by $MBG @multibank_io #BingXSpotBlast @BingXOfficial",3,8,4,0
982,1974021652573733230,2025-10-03 8:00:12,2025-10-03,Hebyy 🐍,seninteruss,netral,"@ogicallythannn Ikan hiu digoreng mbg,",0,0,0,0
983,1974021663046967396,2025-10-03 8:00:14,2025-10-03,Muhammad Ramdhan,MuhammadRa67467,negatif,@DS_yantie suarakan Stop mbg yg ada merugikan tidak ada manfaat nya,0,0,0,0
984,1974021728788697595,2025-10-03 8:00:30,2025-10-03,Kucing gering,Kucinggering19,negatif,"@randomable_ Mslh MBG akan berhenti asal org tua murid bwakn anaknya bekal sendiri, dan tolak makanan dri MBG",0,0,0,0
985,1974021801790341443,2025-10-03 8:00:47,2025-10-03,alpha golf yankee,drdnyg,negatif,berarti MBG adalah bencana,0,0,0,0
986,1974021809344557248,2025-10-03 8:00:49,2025-10-03,Ranvier,blueskyranvier,negatif,@franzchella @ikhsanirfansyah Dan daripada buat MBG yang berakhir mubazir,0,1,21,0
987,1974021832270610490,2025-10-03 8:00:55,2025-10-03,Bid Humas Polda Riau,HumasPoldaRiau,positif,"SPPG Polri Seluruh Indonesia. Telah Sesuai Prosedur dan Sesuai Pemenuhan Standar Gizi untuk Anak Indonesia

#GreenPolicing 
#KapoldaRiau 
#RiauUntukBumi 
#RiauLestari
#MelindungiTuahMenjagaMarwah 
#PolriUntukMasyarakat
#sppgpolri
#mbg https://t.co/4iqqCifodO",0,0,0,0
988,1974021933923799282,2025-10-03 8:01:19,2025-10-03,niez,enggalberes,positif,Cape euy babagi mbg tambahan teh,0,0,0,0
989,1974021938340376858,2025-10-03 8:01:20,2025-10-03,Bid Humas Polda Riau,HumasPoldaRiau,positif,"Tim RAGA Polres Rokan Hulu. Lakukan Patroli Dialogis Dengan Mengunjunginya Tempat Keramaian Dan Antisipasi Mencegah Balap Liar

#GreenPolicing 
#KapoldaRiau 
#RiauUntukBumi 
#RiauLestari
#MelindungiTuahMenjagaMarwah 
#PolriUntukMasyarakat
#sppgpolri
#mbg https://t.co/9rKftB4c4z",0,0,0,0
990,1974021950201585770,2025-10-03 8:01:23,2025-10-03,Padang Galir,ubegebe1,netral,16 klaster keracunan MBG ternyata,0,0,2,0
991,1974022024982036920,2025-10-03 8:01:40,2025-10-03,Rudi Siahaan,RudiSia72743201,negatif,"@abu_waras makanya MBG diberikan kepada yang membutuhkan saja, yg ceking yg susah, daerah tertinggal, bukan yg anak tambun2 dikasih juga. boros itu namanya",0,0,0,0
992,1974022044376314210,2025-10-03 8:01:45,2025-10-03,hapi bukan sapi,crazyoverhc,negatif,"@onebillionroses selalu rakyat lgi yg kena deritanya, punya pemerintah ga bener dan kompeten😶 contoh aj mbg kemarin stresss😩",0,0,0,0
993,1974022315555107246,2025-10-03 8:02:50,2025-10-03,Join NKRI,JoinNkri,netral,Investasi SDM Sehat Sejak Dini Melalui MBG https://t.co/fMi1KP2IAO,0,1,1,0
994,1974022320835658172,2025-10-03 8:02:51,2025-10-03,🔻Neena🔻✌️🇵🇸,gw_neena,negatif,"@arikprJFS @DarsAlexandra1 @PakKarti @restafajri @f_fathur @OjolNyambi @DjolaFix @genkz86tiger @DS_yantie @yaniarsim Sudah banyak jatuh korban, harusnya Dapur MBG segera dievaluasi, tapi sama sekali Dapur MBG ini tak pernah tersentuh 🙄",0,0,2,0
995,1974022350032286073,2025-10-03 8:02:58,2025-10-03,radarbangsa.com,radarbangsa_com,netral,"Perum Bulog menyiapkan beras berkualitas untuk mendukung pelaksanaan Program Makan Bergizi Gratis atau MBG.
https://t.co/K76yOpSgOY",0,0,0,0
996,1974022382034579580,2025-10-03 8:03:06,2025-10-03,Join NKRI,JoinNkri,positif,Investasi SDM Sehat Sejak Dini Melalui MBG ! https://t.co/6mgr8BjDLz,0,1,1,0
997,1974022424619339825,2025-10-03 8:03:16,2025-10-03,Free Palestine,musaKSQ,negatif,"Mimpi basah klo ingin menjadikan Indonesia EMAS,tapi yg  dikonsumsi anak-anak Indonesia MBG yg beracun

Tp klo mau bikin bodoh, MbG yg beracun udah tepat, jadi kelak tiap 5 tahunan metode sembako dan bansos akan tetap ampuh",0,0,0,0
998,1974022501526036875,2025-10-03 8:03:34,2025-10-03,Join NKRI,JoinNkri,positif,Investasi SDM Sehat Sejak Dini Melalui MBG !! https://t.co/jplCqQx6BG,0,1,1,0
999,1974022562871971858,2025-10-03 8:03:49,2025-10-03,Riau24.com,Riau24Com,negatif,"ROCKY GERUNG BONGKAR RANTAI KORUPSI DI MBG, PRABOWO KOK MASIH NGOTOT LAN... #riau24 #viral #rockygerung https://t.co/qAzOXnotgj lewat @YouTube",0,0,0,0
1000,1974022578525085919,2025-10-03 8:03:52,2025-10-03,vdn,vit_dn,netral,@pecintatokoijo Iya yg hari pertama mbg di sekolah itu untuk itu pondok jd y tetep kemakan dan anaknya kan stay di pondok,0,0,0,0
1001,1974022592479834361,2025-10-03 8:03:56,2025-10-03,Join NKRI,JoinNkri,positif,Investasi SDM Sehat Sejak Dini Melalui MBG !!! https://t.co/2oxM6gna5b,0,0,1,0
1002,1974022651531370581,2025-10-03 8:04:10,2025-10-03,hana_YOUrpilofjoy,hi_hana275,negatif,@paauuuw Maaf aku bacanya meeting mbg. Sedikit https://t.co/zryma80WOf,0,1,0,0
1003,1974022748742541390,2025-10-03 8:04:33,2025-10-03,ankaaa,awantaroo,negatif,@tempodotco terus kita tiap hari mantau data korban gitu? berapa orang yang meninggal terbunuh mbg hari ini. sehat kah????,0,0,0,0
1004,1974022756850368833,2025-10-03 8:04:35,2025-10-03,🌻,himawariineko,negatif,@yudhakhel Yg pasti bukan MBG bg.,0,1,0,0
1005,1974023139287052704,2025-10-03 8:06:06,2025-10-03,Sugardaisy,Sugardaisy94157,netral,@KucengTerbanggg mbg versi anak seni,0,0,0,0
1006,1974023193695322373,2025-10-03 8:06:19,2025-10-03,Andi Arayang,arayang_andi,negatif,@kenhans03 Keknya mereka karyawan MBG 😁,0,0,0,0
1007,1974023304664264720,2025-10-03 8:06:46,2025-10-03,𝗥 𝗔 𝗘 🕯,losteltanin,negatif,musibah corona itu kan emang ujian yang susah manusia kontrol tapi mbg astagfirullah bencana yang ada karena diada-adain,0,0,0,0
1008,1974023367822061818,2025-10-03 8:07:01,2025-10-03,suharno16,suharno161,netral,MBG https://t.co/a5fOxDnnnk,0,0,0,0
1009,1974023411681894472,2025-10-03 8:07:11,2025-10-03,udeen al pringgo,alpringgo66,negatif,"Wowo diem aja&amp;#8230; kirain bakal ngepost tentang Global Sumud Flotilla https://t.co/TU0UFsIrbc
1. Dia lagi pusing masalah MBG
2. Dia lebih mengutamakan keamanan zionis israel",0,1,0,0
1010,1974023581454729675,2025-10-03 8:07:52,2025-10-03,Bukan Anak Raja Culas,Dialoha,negatif,"@CakKhum Jadi ingat ratusan petugas pemilu 2019 yg meninggal tnp diusut tuntas kasusnya, KM50, Kanjuruhan, Ojol Affan Kurniawan, Keracunan MBG, dan entah apalagi kalo mmg masih ada. Semua itu terjadi di negeri sendiri....",0,0,1,0
1011,1974023855367746001,2025-10-03 8:08:57,2025-10-03,🌷,Dinihalizaa3,netral,"mbg day 5
@gadjah872911712 https://t.co/mI21O7lDXv",0,0,0,0
1012,1974023911747538950,2025-10-03 8:09:10,2025-10-03,Royyan 'Arts,royyana1304971,negatif,"bjir dikorupsi. gak sesuai arahan Presiden.

makanya kalau rame konten MBG kok dikit kemungkinan ya ada yang korupsi.",0,0,0,0
1013,1974023936833958270,2025-10-03 8:09:16,2025-10-03,R,w_kiee,positif,@deannisaaa aman tan ada mbg,0,0,0,0
1014,1974023935395086399,2025-10-03 8:09:16,2025-10-03,elak,bokoqqqqq,negatif,@tempodotco gabisa dievaluasi program MBG itu???! dihentikan aja dulu plissss 😩,0,0,0,0
1015,1974023946808013017,2025-10-03 8:09:19,2025-10-03,trader hoe’s,ouioui_faguette,netral,whoever did the cover art should’ve been in that mbg kitchen cuz they’re cooking,0,0,4,0
1016,1974023951635681471,2025-10-03 8:09:20,2025-10-03,Padang Galir,ubegebe1,negatif,Sudah dihitung. Sampai jam 15:09 Jumat 3 Oktober. Ada 17 klaster keracunan MBG,1,2,3,1
1017,1974023997508469144,2025-10-03 8:09:31,2025-10-03,Anneliese,plmsgrltt_,negatif,@ARSIPAJA Kalo diaudit gini nanti outputnya dibikin 0 terus biar MBGnya kelihatan berhasil? Apa nantinya beneran dapet dari hasil di lapangan yang sebenarnya dan ada evaluasi? Apa nunggu anaknya wakil presiden keracunan mbg dulu baru evaluasi? Padahal ngga mungkin banget juga dia makan MBG,0,1,0,0
1018,1974024106833301892,2025-10-03 8:09:57,2025-10-03,Harsana Budiman,harsana_budi17,netral,Setiap dapur MBG menerapkan proses verifikasi berkelanjutan demi kesehatan bersama #SertifikasiSLHS https://t.co/EBCWSguLND,0,0,1,0
1019,1974024184700506139,2025-10-03 8:10:15,2025-10-03,Davika Delina,davika_delina,positif,"Dengan standar tinggi dari #SertifikasiSLHS, MBG semakin dipercaya hadirkan pangan untuk anak bangsa https://t.co/5nFWIpA89D",0,0,1,0
1020,1974024188181545225,2025-10-03 8:10:16,2025-10-03,Staryus,bluebly_u,negatif,@randomable_ Aku kurang tau sistemnya gimana. Tapi sepertinya satu wilayah satu dapur mbg. Kupikir ini harus dikaji ulang karna satu sekolah aja ada &gt;1k siswa. Kalau dapur mbg menangani banyak sekolah otomatis makanan dimasak lebih awal dan berkemungkinan sampai ke tangan siswa sudah basi,0,1,0,0
1021,1974024461897904179,2025-10-03 8:11:21,2025-10-03,𝙜𝙞𝙩𝙨 ᰔ🍋 - agak ia,epilaug,negatif,"@crazyoverhc iyaa alam udah terlalu banyak di utak atik 🥲 aduh mbg lagi, satu hari satu kasus aja udah bikin elus dada 🥲",0,0,0,0
1022,1974024483645104268,2025-10-03 8:11:27,2025-10-03,BANDUNG ᮘᮔ᮪ᮓᮥᮀ,infobdg,netral,Bacaan: https://t.co/rNApbcNkUS,0,0,0,0
1023,1974024518696931764,2025-10-03 8:11:35,2025-10-03,Greek 𓃵,GreekSensei,netral,"@CEnwuru74706 @jgonzalezferrer @billions_ntwk @cocobayworld @multibank_io @VeloraDEX i think $MBG has listed, hasnt it?",0,0,0,0
1024,1974024596543172721,2025-10-03 8:11:54,2025-10-03,Farhan Halim,HalimFarha4639,negatif,"@Kucinggering19 @RagilSemar Lah MBG aja gak balik modal semua nya buat makanan anak gimana sii 

#LanjutkanMBG",0,0,0,0
1025,1974024669553643703,2025-10-03 8:12:11,2025-10-03,antaranews.com,antaranews,netral,"Sekitar 110 siswa dari SMP Negeri 8 dan SMA Negeri 3 Purworejo dilarikan ke puskesmas dan rumah sakit karena diduga mengalami keracunan makanan.

 https://t.co/McG5mChdgW",1,1,1,0
1026,1974024729221869596,2025-10-03 8:12:25,2025-10-03,Chayra Ainin,chayra_ainin12,netral,Segala proses verifikasi MBG bagian dari perjalanan menuju dapur sempurna dan sehat #SertifikasiSLHS https://t.co/PPezJDxzNh,0,0,0,0
1027,1974024803008049259,2025-10-03 8:12:43,2025-10-03,Joe Gallagher,aditiawolverine,negatif,"@itsufika @randomable_ Itu kan program kerja prabowo, dari pas kampanye juga udah di kasi tau. Udah dikasi opsi yang punya program pendidikan gratis, masih juga milih MBG.",0,0,0,0
1028,1974024909748883776,2025-10-03 8:13:08,2025-10-03,sila 🇵🇸,arjasungirl,negatif,"@tanyakanrl trims utk inspirasi caption dan bekelnya sender. Izin bsk2 mau pake buat foto bekal pake caption ""MBG (My Bekel Gweh)",0,0,0,0
1029,1974025069866491970,2025-10-03 8:13:46,2025-10-03,ArrayIterator,ArrayIterator,negatif,"@Syarman59 @tempodotco @NataliusPigai2 Dan MBG masakannya macam sampah rata-rata.
Sampah dikasih ke anak-anak sekolah 😭",0,0,0,0
1030,1974025144495714808,2025-10-03 8:14:04,2025-10-03,Talitha Bening,Talitabenings,positif,"Salut buat SPPG Polri yang langsung gercep terapkan standar sanitasi ketat di dapur MBG. No kuman, no drama, no keracunan. Anak-anak tetap sehat, belajar makin semangat💯
 #LanjutkanMBG

Verdonk Bjorka #찬이를_위해_햇살이_되어줄게 #BangChan #DesafioDelSigloXXI iPhone 16e 35 tizo https://t.co/0aKGiFf47M",0,0,1,0
1031,1974025301584982305,2025-10-03 8:14:42,2025-10-03,detikHealth,detikHealth,netral,Video: Melihat Rapid Test Menu MBG di SPPG Polri yang Dipuji BGN https://t.co/Mev3dCk1dO,0,0,0,0
1032,1974025307104718879,2025-10-03 8:14:43,2025-10-03,iamcrystalball,iamcrystalball,negatif,@dearaxx jangan mauuu mending ga usah dpt mbg,0,0,0,0
1033,1974025378130784710,2025-10-03 8:15:00,2025-10-03,ㅡ chella,franzchella,netral,@sonswsw @blueskyranvier @ikhsanirfansyah Itu belum sama bayarin buzzer MBG nya 😭,0,0,0,0
1034,1974025408661369012,2025-10-03 8:15:07,2025-10-03,IDN Times NTB,IDNTimesNTB,netral,"Pastikan Tak Pakai Elpiji Subsidi, 88 Dapur MBG Lotim Diperiksa https://t.co/Dp2Lz9u6Hb",0,0,0,0
1035,1974025429175378225,2025-10-03 8:15:12,2025-10-03,ez,efilydoom,negatif,"@suamrembulan13 lunch mbg 🤣
ga ngerti kak, pertama kali gw ngestan something yg agensinya sebenci ini sama fansnya",0,1,0,0
1036,1974025458241941810,2025-10-03 8:15:19,2025-10-03,Staryus,bluebly_u,negatif,"@randomable_ Menurutku konsep 1 dapur = 1 sekolah lebih menjamin sih. Bukan berarti dapurnya ada di sekolah, tapi satu tempat masak untuk menyediakan mbg untuk satu sekolah. Pastinya lebih banyak pemilik umkm ketering yg terbantu dan dilibatkan, bukan hanya segelintir aja",0,2,0,0
1037,1974025517318947237,2025-10-03 8:15:33,2025-10-03,Good News From Indonesia,GNFI,positif,"Sementara itu, tim kedua yang terdiri dari Alya Meisya Nazwa dan Felda Triana Wati sukses menarik perhatian juri lewat karya “Ompreng Pendeteksi Keracunan MBG” berbasis teknologi IoT. Inovasi ini menjadi solusi nyata dalam mencegah kasus keracunan pada program Makan Bergizi",0,0,1,0
1038,1974025567495192584,2025-10-03 8:15:45,2025-10-03,fajar online,fajaronline,netral,"Sebut Bukan Pelanggaran HAM, Natalius Pigai Bilang Keracunan MBG Hanya 0,00017 Persen https://t.co/3753VVfN6M",0,0,0,0
1039,1974025618690806195,2025-10-03 8:15:57,2025-10-03,ن,kabeldisaster,netral,@tanyarlfes pesen di MBG aja...,0,0,0,0
1040,1974025632322630017,2025-10-03 8:16:01,2025-10-03,detikJabarofficial,detikjabar_,netral,"Kejadian tersebut dibenarkan langsung oleh Kepala SMAN 1 Luragung, Suleha. 

Menurutnya, pada Jumat (3/10) memang puluhan siswa mengalami gejala keracunan. Namun, ia belum bisa memastikan, keracunan tersebut disebabkan oleh MBG atau bukan.⁣
⁣
FULL : https://t.co/BRMXmBuJOw https://t.co/LwoIzx0NzP",4,0,1,1
1041,1974025823045943711,2025-10-03 8:16:46,2025-10-03,Mante,Mamansu74224297,netral,@atasanpresidenr Ngagawekeun bolon tukng main game slot naon kbecusna Dina urusan MBG,0,0,1,0
1042,1974025928255619119,2025-10-03 8:17:11,2025-10-03,Humas Polsek Driyorejo,shakiraamanda78,netral,"Kapolsek driyorejo Kompol Musihram, S.H. bersama Muspika menghadiri kegiatan lounching Dapur SPPG MBG di desa randegansari Driyorejo Gresik https://t.co/U3sSF70hqF",0,0,0,0
1043,1974025979447422984,2025-10-03 8:17:23,2025-10-03,Wistuku,wistuku,netral,Cara mengolah hiu menjadi.MBG,0,0,0,0
1044,1974026181919060163,2025-10-03 8:18:12,2025-10-03,MINIET,Minietweets_,positif,"Pemerintah hanya perlu menarik tuas rem, bukan menghentikan MBG.

Tujuannya untuk memperbaikinya segala hal dan melengkapi MBG dengan payung hukum 

Anak2 Indonesia berhak mendapatkan makanan bergizi, yang aman dan berkualitas.

Jangan hentikan antusias dan kebahagiaan mereka https://t.co/c5CNyAKjY5",5,0,6,0
1045,1974026337229877439,2025-10-03 8:18:49,2025-10-03,Ethan 🇲🇨 🇲🇨,fsaidhamzah,negatif,"@kenhans03 MBG lagi.
betapa tololnya pemerintahan @prabowo sudah banyak menimbulkan korban keracunan, ada pula belatung dan ulat di MBG, tapi tetap saja di pertahankan??
ini proyek untuk menambah Gizi atau untuk membunuh generasi muda ??",0,0,2,0
1046,1974026381680894006,2025-10-03 8:18:59,2025-10-03,kl3,samw41l,positif,Lebih bagus daripada dapur #mbg,0,0,0,0
1047,1974026424387285191,2025-10-03 8:19:09,2025-10-03,s,strwbrrymo0n_,negatif,kan mbg nya bisa diberhentiin aja goblok,0,0,1,0
1048,1974026564502208927,2025-10-03 8:19:43,2025-10-03,Test crypt||,Web3Geeek,netral,"@CEnwuru74706 @jgonzalezferrer @billions_ntwk @cocobayworld @multibank_io @VeloraDEX Billions Network and Cocobay World are gearing up to bridge trillions with $MBG, and the degen armies won’t want to miss this next-level collab.",0,0,0,0
1049,1974026575512530965,2025-10-03 8:19:45,2025-10-03,20DETIK,20detik,netral,Video Analisa Pengamat soal Pemerintah Tetap Lanjutkan MBG https://t.co/Z5Ejy8hrAF,0,0,0,0
1050,1974026601802440887,2025-10-03 8:19:52,2025-10-03,Hara 🍉🌷 || REST,ParkHara04,negatif,Banyak tau sekolah yg begini... dan mungkin baru sekolah ini yg diberitakan... (karena banyak ortu yg ngelarang anaknya makan mbg...),0,0,1,0
1051,1974026618231288027,2025-10-03 8:19:56,2025-10-03,sab,puriky,positif,@KucengTerbanggg menu mbg. 😭,0,0,0,0
1052,1974026688615866479,2025-10-03 8:20:12,2025-10-03,joorig107,joorig107,negatif,@WagimanDeep212_ Kyaknya blm makan MBG bieb 😂,0,0,0,0
1053,1974026743787728991,2025-10-03 8:20:26,2025-10-03,Yiğit,yigitdogs,netral,@incideg1417 Beni yiğit 2 mbg diye mi kaydettin lan,0,1,1,0
1054,1974026804722647104,2025-10-03 8:20:40,2025-10-03,caca𐚁,cacanutzz,positif,hiu goreng mbg,0,0,0,0
1055,1974026924138668184,2025-10-03 8:21:09,2025-10-03,Riry08,drReUtari08,netral,"@are_inismyname @Bambangmulyonoo @BANGSAygSUJUD @bengkeldodo @DedynurPalakka @djalanjoeang08 @DarekaRendy @Ndons_Back @Kimberley_PS08 @IrawanRom Ttpi MBG bnyk di kuasai mafia  yg maU mnjatuhkan bpk , sy ttp pd tujuan saya beri kpd org tua shg memotong pangkat korupsi",0,0,0,0
1056,1974026942744568313,2025-10-03 8:21:13,2025-10-03,Aleo 🇱🇧🇵🇸,dointimefaraway,negatif,"@ikhsanirfansyah yang ke arah Barat kapan lama banget euy bosen desek desekan di Duri, prabowo drpd buat MBG mending buat ini ajg",4,2,92,1
1057,1974026953075404996,2025-10-03 8:21:15,2025-10-03,cherry 🍒🌲,cherryambers,positif,"Adikku masuk kamar tiba-tiba bilang ""AKU MAKAN MBG 5"" 😭😭😭😭😭😭",0,0,0,0
1058,1974027084461953464,2025-10-03 8:21:47,2025-10-03,heimmer,enggginerr,netral,@franzchella @ikhsanirfansyah *MBG,0,0,0,0
1059,1974027162278580338,2025-10-03 8:22:05,2025-10-03,ϟ𝙚𝙠𝙤𝙡𝙖𝙝 ϟ𝙞𝙧𝙠𝙪ϟ,faisalicip,negatif,Padahal MBG B nya aja udah,0,0,0,0
1060,1974027174262026583,2025-10-03 8:22:08,2025-10-03,acel/ormie🪼,yogurtmiw,negatif,"Dipikir-pikir kocak juga, mbg bukannya fokus ke sekolah-sekolah negeri terpencil kok malah dikasih ke sekolah elit. Wajar lah wali muridnya nolak. Mereka selain ngerasa gak berhak dapat mbg ya mending mereka mesen ketering sendiri 🤧",0,0,0,0
1061,1974027184919461893,2025-10-03 8:22:11,2025-10-03,"nachi, the clown",sinefilibukota,positif,can we just stop mbg😭😭😭😭😭 tuh anak berharga buat keluarganyaaa yaa ko bisa dibuat mainannnnnn,0,0,0,0
1062,1974027283041268060,2025-10-03 8:22:34,2025-10-03,IDN Times NTB,IDNTimesNTB,netral,"Cegah Keracunan, DP3AKB Lotim Kerahkan Pendamping Kecamatan Awasi MBG https://t.co/99SHPLAoo3",0,0,0,0
1063,1974027305245614128,2025-10-03 8:22:39,2025-10-03,wan’s new account,aratakikamisato,negatif,@Himbo_Haver you’re right and thus it makes the program even more useless 😭😭😭 the most gak-sadar-realita-di-lapangan and gak-sadar-prioritas program after MBG 💀,0,0,0,0
1064,1974027397335822417,2025-10-03 8:23:01,2025-10-03,ALICE IN BORDERLAND ~,withmysoulna_,negatif,@Echa_yaEcha MBG kemarin lauknya ini ga sih ka :((,0,1,0,0
1065,1974027395603837070,2025-10-03 8:23:01,2025-10-03,agez.,arsenaxl,positif,@Opposisi6890 Uang rakyat sebaiknya dipakai untuk memberi makan bergizi pada generasi penerus bangsa daripada habis entah kemana program MBG jelas manfaatnya nyata terlihat di wajah anak anak #LanjutkanMBG,0,0,0,0
1066,1974027571416211563,2025-10-03 8:23:43,2025-10-03,Nu'man Firdaus,masugmdiipb,negatif,"ALLAHUAKBAR, saking butuh duit nambel MBG dan sebagainya",0,0,0,0
1067,1974027681068208137,2025-10-03 8:24:09,2025-10-03,HUMAS POLRES SUBULUSSALAM,RESSUBULUSSALAM,netral,"Irma NasDem Nilai Pengelolaan SPPG Polri Sesuai Standar, Tak Pernah Bermasalah

Jakarta – Anggota Komisi IX DPR RI, Irma Chaniago, menyoroti tata kelola Satuan Pelayanan Pemenuhan Gizi (SPPG) atau dapur Makan Bergizi Gratis (MBG) yang dikelola Polri. https://t.co/cLu0vX6hoe",0,0,0,0
1068,1974027694376690059,2025-10-03 8:24:12,2025-10-03,Dayeon,viqllage,netral,@Opposisi6890 Ingat bangsa kuat lahir dari anak yang sehat dan cerdas program MBG adalah investasi nyata untuk masa depan jangan dikorbankan hanya karena isu sesaat #LanjutkanMBG,0,0,0,0
1069,1974027705910800471,2025-10-03 8:24:15,2025-10-03,emma,vsselsoft,netral,@belovesunoo aku tiap hari nunggu update an mbg dari km piya wkwk,0,0,0,0
